System	Evaluation	Label	P	R	F1	TP	FP	FN
team5_bundle5_ajmc_fr_1	NEL-LIT-micro-fuzzy-TIME-ALL-LED-ALL-@1	ALL	0.621	0.378	0.47	82	50	135
team5_bundle5_ajmc_fr_2	NEL-LIT-micro-fuzzy-TIME-ALL-LED-ALL-@1	ALL	0.617	0.378	0.469	82	51	135
