CHALLENGE	RANK	POINTS	TEAM	DATASET	LANGUAGE	F1	System
GAC:NERC-FINE+NESTED	1	50	team2	ajmc	de	0.933	team2_bundle3_ajmc_de_2
GAC:NERC-FINE+NESTED	1	50	team2	ajmc	en	0.847	team2_bundle1_ajmc_en_1
GAC:NERC-FINE+NESTED	1	50	team2	ajmc	fr	0.728	team2_bundle3_ajmc_fr_2
GAC:NERC-FINE+NESTED	1	50	team2	hipe2020	de	0.673	team2_bundle3_hipe2020_de_1
GAC:NERC-FINE+NESTED	1	50	team2	hipe2020	fr	0.614	team2_bundle1_hipe2020_fr_2
