System	Evaluation	Label	P	R	F1	F1_std	P_std	R_std	TP	FP	FN
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ALL	0.642	0.773	0.701				786	439	231
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC	0.7	0.827	0.758				489	210	102
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG	0.179	0.177	0.178				14	64	65
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS	0.632	0.816	0.712				283	165	64
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ALL	0.589	0.71	0.644				722	503	295
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC	0.66	0.78	0.715				461	238	130
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG	0.09	0.089	0.089				7	71	72
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS	0.567	0.732	0.639				254	194	93
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ALL	0.545	0.712	0.763	0.208	0.43	0.255			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	LOC	0.625	0.766	0.847	0.161	0.431	0.277			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ORG	0.168	0.198	0.239	0.222	0.274	0.285			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	PERS	0.596	0.826	0.844	0.206	0.446	0.222			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ALL	0.48	0.636	0.681	0.252	0.402	0.278			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	LOC	0.567	0.705	0.776	0.224	0.417	0.297			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ORG	0.061	0.068	0.095	0.181	0.159	0.16			
team4_bundle4_letemps_fr_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	PERS	0.522	0.713	0.733	0.226	0.413	0.227			
