System	Evaluation	Label	P	R	F1	F1_std	P_std	R_std	TP	FP	FN
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ALL	0.883	0.933	0.907				1493	198	107
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC	0.915	0.953	0.933				814	76	40
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG	0.728	0.7	0.714				91	34	39
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS	0.871	0.97	0.918				487	72	15
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PROD	0.929	0.852	0.889				52	4	9
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	TIME	0.803	0.925	0.86				49	12	4
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ALL	0.782	0.827	0.804				1323	368	277
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC	0.852	0.888	0.869				758	132	96
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG	0.672	0.646	0.659				84	41	46
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS	0.716	0.797	0.754				400	159	102
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	PROD	0.857	0.787	0.821				48	8	13
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	TIME	0.541	0.623	0.579				33	28	20
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ALL	0.914	0.938	0.923	0.068	0.081	0.075			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	LOC	0.909	0.949	0.922	0.093	0.121	0.088			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ORG	0.618	0.617	0.661	0.334	0.395	0.394			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	PERS	0.897	0.982	0.947	0.081	0.186	0.043			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	PROD	0.849	0.93	0.944	0.134	0.331	0.15			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	TIME	0.821	0.948	0.907	0.151	0.331	0.146			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ALL	0.82	0.838	0.827	0.147	0.156	0.141			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	LOC	0.849	0.886	0.861	0.155	0.175	0.148			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ORG	0.555	0.548	0.591	0.348	0.394	0.391			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	PERS	0.778	0.843	0.817	0.184	0.238	0.167			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	PROD	0.77	0.84	0.854	0.193	0.336	0.199			
team2_bundle1_hipe2020_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	TIME	0.579	0.653	0.632	0.417	0.45	0.437			
