System	Evaluation	Label	P	R	F1	F1_std	P_std	R_std	TP	FP	FN
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ALL	0.785	0.787	0.786				1992	545	538
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	HUMANPROD	0.512	0.667	0.579				22	21	11
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC	0.801	0.818	0.81				910	226	202
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG	0.54	0.631	0.582				227	193	133
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PER	0.888	0.813	0.849				833	105	192
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ALL	0.655	0.657	0.656				1661	876	869
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	HUMANPROD	0.419	0.545	0.474				18	25	15
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC	0.682	0.697	0.69				775	361	337
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG	0.41	0.478	0.441				172	248	188
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	PER	0.742	0.679	0.709				696	242	329
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ALL	0.775	0.777	0.766	0.148	0.181	0.142			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	HUMANPROD	0.669	0.748	0.785	0.324	0.429	0.391			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	LOC	0.76	0.805	0.775	0.194	0.21	0.202			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ORG	0.534	0.699	0.606	0.207	0.269	0.221			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	PER	0.876	0.794	0.82	0.141	0.146	0.172			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ALL	0.63	0.623	0.621	0.179	0.194	0.17			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	HUMANPROD	0.598	0.667	0.699	0.342	0.428	0.388			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	LOC	0.641	0.675	0.652	0.225	0.234	0.233			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ORG	0.369	0.472	0.419	0.252	0.256	0.283			
team4_bundle4_newseye_fr_2	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	PER	0.703	0.638	0.66	0.184	0.181	0.193			
