System	Evaluation	Label	P	R	F1	F1_std	P_std	R_std	TP	FP	FN
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ALL	0.797	0.702	0.746				424	108	180
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	HUMANPROD	0.889	0.727	0.8				16	2	6
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC	0.858	0.751	0.801				235	39	78
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ORG	0.523	0.383	0.442				23	21	37
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PER	0.765	0.718	0.741				150	46	59
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ALL	0.686	0.604	0.643				365	167	239
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	HUMANPROD	0.778	0.636	0.7				14	4	8
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC	0.766	0.671	0.716				210	64	103
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	ORG	0.341	0.25	0.288				15	29	45
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-micro-strict-TIME-ALL-LED-ALL	PER	0.643	0.603	0.622				126	70	83
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ALL	0.765	0.722	0.747	0.068	0.217	0.119			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	HUMANPROD	0.924	0.808	0.861	0.212	0.165	0.348			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	LOC	0.845	0.798	0.825	0.134	0.229	0.19			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	ORG	0.451	0.366	0.417	0.299	0.326	0.331			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-fuzzy-TIME-ALL-LED-ALL	PER	0.735	0.804	0.777	0.186	0.331	0.199			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ALL	0.654	0.608	0.634	0.096	0.22	0.106			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	HUMANPROD	0.803	0.697	0.739	0.312	0.308	0.398			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	LOC	0.743	0.703	0.726	0.162	0.233	0.205			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	ORG	0.323	0.276	0.306	0.318	0.343	0.34			
team4_bundle4_newseye_sv_1	NE-COARSE-LIT-macro_doc-strict-TIME-ALL-LED-ALL	PER	0.554	0.556	0.565	0.32	0.389	0.31			
